Name,Quality,stattrak_available,souvenir_available,weapon_type,min_float,max_float,worst_condition_index,best_condition_index,containers_found_in,DefIndex,PaintIndex
AK-47 | Aquamarine Revenge,covert,True,False,rifle,0.0,1.0,4,0,falchion case,7,474
Galil AR | Sandstorm,mil-spec,True,False,rifle,0.1,0.6,4,1,winter offensive weapon case,13,264
Galil AR | Shattered,mil-spec,True,False,rifle,0.06,0.8,4,0,operation bravo case,13,192
Galil AR | Signal,restricted,True,False,rifle,0.0,0.5,4,0,danger zone case,13,807
Galil AR | Stone Cold,restricted,True,False,rifle,0.0,0.9,4,0,shadow case,13,494
Galil AR | Sugar Rush,classified,True,False,rifle,0.0,0.55,4,0,operation hydra case,13,661
Galil AR | Tornado,consumer grade,False,False,rifle,0.06,0.8,4,0,the norse collection,13,101
Galil AR | Tuxedo,mil-spec,False,False,rifle,0.0,0.8,4,0,the bank collection,13,297
Galil AR | Urban Rubble,industrial grade,False,False,rifle,0.0,0.5,4,0,the chop shop collection,13,237
Galil AR | Vandal,mil-spec,True,False,rifle,0.0,1.0,4,0,operation broken fang case,13,981
Galil AR | VariCamo,industrial grade,False,True,rifle,0.0,0.6,4,0,the safehouse collection,13,235
Galil AR | Winter Forest,industrial grade,False,False,rifle,0.06,0.8,4,0,the office collection,13,76
Glock-18 | Block-18,restricted,True,False,pistol,0.0,0.67,4,0,kilowatt case,4,1167
Glock-18 | Blue Fissure,mil-spec,True,False,pistol,0.06,0.58,4,0,csgo weapon case 3,4,278
Glock-18 | Brass,restricted,False,False,pistol,0.0,1.0,4,0,the dust collection,4,159
Glock-18 | Bullet Queen,covert,True,False,pistol,0.0,1.0,4,0,prisma 2 case,4,957
Glock-18 | Bunsen Burner,mil-spec,True,False,pistol,0.0,0.8,4,0,falchion case,4,479
Glock-18 | Candy Apple,mil-spec,False,True,pistol,0.0,0.3,2,0,the italy collection,4,3
Glock-18 | Catacombs,mil-spec,True,False,pistol,0.0,0.5,4,0,chroma case,4,399
Glock-18 | Clear Polymer,mil-spec,True,False,pistol,0.0,1.0,4,0,snakebite case,4,1039
Glock-18 | Death Rattle,industrial grade,False,False,pistol,0.08,0.5,4,1,the bank collection,4,293
Glock-18 | Dragon Tattoo,restricted,True,False,pistol,0.0,0.08,1,0,csgo weapon case,4,48
Glock-18 | Fade,restricted,False,False,pistol,0.0,0.08,1,0,the assault collection,4,38
Glock-18 | Franklin,restricted,False,False,pistol,0.0,0.4,3,0,the havoc collection,4,1016
Glock-18 | Gamma Doppler,covert,False,False,pistol,0.0,0.5,4,0,the 2021 train collection,4,1123
Glock-18 | Grinder,restricted,True,False,pistol,0.02,0.25,2,0,operation vanguard weapon case,4,381
Glock-18 | Groundwater,industrial grade,False,True,pistol,0.06,0.8,4,0,the mirage collection,4,2
Glock-18 | High Beam,industrial grade,False,True,pistol,0.0,0.08,1,0,the 2018 inferno collection,4,799
Glock-18 | Ironwork,mil-spec,True,False,pistol,0.0,1.0,4,0,glove case,4,623
Glock-18 | Moonrise,restricted,True,False,pistol,0.0,0.65,4,0,clutch case,4,694
Glock-18 | Neo-Noir,covert,True,False,pistol,0.0,1.0,4,0,operation broken fang case,4,988
Glock-18 | Night,industrial grade,False,True,pistol,0.06,0.8,4,0,the overpass collection,4,40
Glock-18 | Nuclear Garden,restricted,False,True,pistol,0.0,0.7,4,0,the 2018 nuke collection,4,789
Glock-18 | Off World,mil-spec,True,False,pistol,0.0,1.0,4,0,spectrum 2 case,4,680
Glock-18 | Oxide Blaze,mil-spec,True,False,pistol,0.0,0.85,4,0,danger zone case,4,808
Glock-18 | Pink DDPAT,restricted,False,True,pistol,0.06,0.8,4,0,the 2021 mirage collection,4,84
Glock-18 | Ramese's Reach,restricted,False,True,pistol,0.0,1.0,4,0,anubis collection package,4,1240
Glock-18 | Reactor,mil-spec,False,True,pistol,0.0,1.0,4,0,the cache collection,4,367
Glock-18 | Red Tire,industrial grade,False,True,pistol,0.0,0.55,4,0,the 2021 vertigo collection,4,1079
Glock-18 | Royal Legion,restricted,True,False,pistol,0.0,1.0,4,0,operation wildfire case,4,532
Glock-18 | Sacrifice,mil-spec,True,False,pistol,0.0,1.0,4,0,cs20 case,4,918
Glock-18 | Sand Dune,industrial grade,False,False,pistol,0.06,0.8,4,0,the alpha collection,4,208
Glock-18 | Snack Attack,classified,True,False,pistol,0.0,1.0,4,0,operation riptide case,4,1100
Glock-18 | Steel Disruption,restricted,True,False,pistol,0.0,0.2,2,0,esports 2014 summer case,4,230
Glock-18 | Synth Leaf,restricted,False,False,pistol,0.0,0.7,4,0,the st marc collection,4,732
Glock-18 | Twilight Galaxy,classified,False,False,pistol,0.0,0.2,2,0,the chop shop collection,4,437
Glock-18 | Umbral Rabbit,restricted,True,False,pistol,0.0,0.75,4,0,revolution case,4,1227
Glock-18 | Vogue,classified,True,False,pistol,0.0,0.75,4,0,fracture case,4,963
Glock-18 | Warhawk,mil-spec,True,False,pistol,0.0,1.0,4,0,horizon case,4,713
Glock-18 | Wasteland Rebel,covert,True,False,pistol,0.0,0.54,4,0,gamma case,4,586
Glock-18 | Water Elemental,classified,True,False,pistol,0.0,0.7,4,0,operation breakout weapon case,4,353
Glock-18 | Weasel,restricted,True,False,pistol,0.0,1.0,4,0,gamma 2 case,4,607
Glock-18 | Winterized,mil-spec,True,False,pistol,0.0,1.0,4,0,recoil case,4,1158
Glock-18 | Wraiths,mil-spec,True,False,pistol,0.0,0.8,4,0,shadow case,4,495
Gut Knife | Autotronic,covert,True,False,knife,0.0,0.85,4,0,"gamma 2 case, gamma case",506,575
Gut Knife | Black Laminate,covert,True,False,knife,0.0,1.0,4,0,"gamma 2 case, gamma case",506,565
Gut Knife | Blue Steel,covert,True,False,knife,0.0,1.0,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",506,42
Gut Knife | Boreal Forest,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",506,77
Gut Knife | Bright Water,covert,True,False,knife,0.0,0.5,4,0,"gamma 2 case, gamma case",506,578
Gut Knife | Case Hardened,covert,True,False,knife,0.0,1.0,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",506,44
Gut Knife | Crimson Web,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",506,12
Gut Knife | Damascus Steel,covert,True,False,knife,0.0,0.5,4,0,"chroma 3 case, chroma 2 case, chroma case",506,410
Gut Knife | Doppler,covert,True,False,knife,0.0,0.08,1,0,"chroma 3 case, chroma 2 case, chroma case",506,421
Gut Knife | Fade,covert,True,False,knife,0.0,0.08,1,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",506,38
Gut Knife | Forest DDPAT,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",506,5
Gut Knife | Freehand,covert,True,False,knife,0.0,0.48,4,0,"gamma 2 case, gamma case",506,580
Gut Knife | Gamma Doppler,covert,True,False,knife,0.0,0.08,1,0,"gamma 2 case, gamma case",506,572
Gut Knife | Lore,covert,True,False,knife,0.0,0.65,4,0,"gamma 2 case, gamma case",506,560
Gut Knife | Marble Fade,covert,True,False,knife,0.0,0.08,1,0,"chroma 3 case, chroma 2 case, chroma case",506,413
Gut Knife | Night,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",506,40
Gut Knife | Rust Coat,covert,True,False,knife,0.4,1.0,4,3,"chroma 3 case, chroma 2 case, chroma case",506,414
Gut Knife | Safari Mesh,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",506,72
Gut Knife | Scorched,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",506,175
Gut Knife | Slaughter,covert,True,False,knife,0.01,0.26,2,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",506,59
Gut Knife | Stained,covert,True,False,knife,0.0,1.0,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",506,43
Gut Knife | Tiger Tooth,covert,True,False,knife,0.0,0.08,1,0,"chroma 3 case, chroma 2 case, chroma case",506,409
Gut Knife | Ultraviolet,covert,True,False,knife,0.06,0.8,4,0,"chroma 3 case, chroma 2 case, chroma case",506,98
Gut Knife | Urban Masked,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",506,143
Gut Knife | ★ (Vanilla),covert,True,False,knife,0.0,1.0,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",506,0
Hand Wraps | Arboreal,extraordinary,False,False,gloves,0.06,0.8,4,0,"revolution case, clutch case",5032,10056
Hand Wraps | Badlands,extraordinary,False,False,gloves,0.06,0.8,4,0,"glove case, operation hydra case",5032,10036
Hand Wraps | CAUTION!,extraordinary,False,False,gloves,0.06,0.8,4,0,"recoil case, snakebite case, operation broken fang case",5032,10084
Hand Wraps | Cobalt Skulls,extraordinary,False,False,gloves,0.06,0.8,4,0,"revolution case, clutch case",5032,10053
Hand Wraps | Constrictor,extraordinary,False,False,gloves,0.06,0.8,4,0,"recoil case, snakebite case, operation broken fang case",5032,10083
Hand Wraps | Desert Shamagh,extraordinary,False,False,gloves,0.06,0.8,4,0,"recoil case, snakebite case, operation broken fang case",5032,10081
Hand Wraps | Duct Tape,extraordinary,False,False,gloves,0.06,0.8,4,0,"revolution case, clutch case",5032,10055
Hand Wraps | Giraffe,extraordinary,False,False,gloves,0.06,0.8,4,0,"recoil case, snakebite case, operation broken fang case",5032,10082
Hand Wraps | Leather,extraordinary,False,False,gloves,0.06,0.8,4,0,"glove case, operation hydra case",5032,10009
Hand Wraps | Overprint,extraordinary,False,False,gloves,0.06,0.8,4,0,"revolution case, clutch case",5032,10054
Hand Wraps | Slaughter,extraordinary,False,False,gloves,0.06,0.8,4,0,"glove case, operation hydra case",5032,10021
Hand Wraps | Spruce DDPAT,extraordinary,False,False,gloves,0.06,0.8,4,0,"glove case, operation hydra case",5032,10010
Huntsman Knife | Autotronic,covert,True,False,knife,0.0,0.85,4,0,"dreams and nightmares case, operation riptide case",509,1117
Huntsman Knife | Black Laminate,covert,True,False,knife,0.0,1.0,4,0,"dreams and nightmares case, operation riptide case",509,1112
Huntsman Knife | Blue Steel,covert,True,False,knife,0.0,1.0,4,0,,509,42
Huntsman Knife | Boreal Forest,covert,True,False,knife,0.06,0.8,4,0,,509,77
Huntsman Knife | Bright Water,covert,True,False,knife,0.0,0.5,4,0,"dreams and nightmares case, operation riptide case",509,579
Huntsman Knife | Case Hardened,covert,True,False,knife,0.0,1.0,4,0,,509,44
Huntsman Knife | Crimson Web,covert,True,False,knife,0.06,0.8,4,0,,509,12
Huntsman Knife | Damascus Steel,covert,True,False,knife,0.0,0.5,4,0,"spectrum 2 case, spectrum case",509,411
Huntsman Knife | Doppler,covert,True,False,knife,0.0,0.08,1,0,"spectrum 2 case, spectrum case",509,421
Huntsman Knife | Fade,covert,True,False,knife,0.0,0.08,1,0,,509,38
Huntsman Knife | Forest DDPAT,covert,True,False,knife,0.06,0.8,4,0,,509,5
Huntsman Knife | Freehand,covert,True,False,knife,0.0,0.48,4,0,"dreams and nightmares case, operation riptide case",509,581
Huntsman Knife | Gamma Doppler,covert,True,False,knife,0.0,0.08,1,0,"dreams and nightmares case, operation riptide case",509,572
Huntsman Knife | Lore,covert,True,False,knife,0.0,0.65,4,0,"dreams and nightmares case, operation riptide case",509,1107
Huntsman Knife | Marble Fade,covert,True,False,knife,0.0,0.08,1,0,"spectrum 2 case, spectrum case",509,413
Huntsman Knife | Night,covert,True,False,knife,0.06,0.8,4,0,,509,40
Huntsman Knife | Rust Coat,covert,True,False,knife,0.4,1.0,4,3,"spectrum 2 case, spectrum case",509,414
Huntsman Knife | Safari Mesh,covert,True,False,knife,0.06,0.8,4,0,,509,72
Huntsman Knife | Scorched,covert,True,False,knife,0.06,0.8,4,0,,509,175
Huntsman Knife | Slaughter,covert,True,False,knife,0.01,0.26,2,0,,509,59
Huntsman Knife | Stained,covert,True,False,knife,0.0,1.0,4,0,,509,43
Huntsman Knife | Tiger Tooth,covert,True,False,knife,0.0,0.08,1,0,"spectrum 2 case, spectrum case",509,409
Huntsman Knife | Ultraviolet,covert,True,False,knife,0.06,0.8,4,0,"spectrum 2 case, spectrum case",509,620
Huntsman Knife | Urban Masked,covert,True,False,knife,0.06,0.8,4,0,,509,143
Huntsman Knife | ★ (Vanilla),covert,True,False,knife,0.0,1.0,4,0,,509,0
Hydra Gloves | Case Hardened,extraordinary,False,False,gloves,0.06,0.8,4,0,"revolution case, clutch case",5035,10060
Hydra Gloves | Emerald,extraordinary,False,False,gloves,0.06,0.8,4,0,"revolution case, clutch case",5035,10057
Hydra Gloves | Mangrove,extraordinary,False,False,gloves,0.06,0.8,4,0,"revolution case, clutch case",5035,10058
Hydra Gloves | Rattler,extraordinary,False,False,gloves,0.06,0.8,4,0,"revolution case, clutch case",5035,10059
Karambit | Autotronic,covert,True,False,knife,0.0,0.85,4,0,"gamma 2 case, gamma case",507,576
Karambit | Black Laminate,covert,True,False,knife,0.0,1.0,4,0,"gamma 2 case, gamma case",507,566
Karambit | Blue Steel,covert,True,False,knife,0.0,1.0,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",507,42
Karambit | Boreal Forest,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",507,77
Karambit | Bright Water,covert,True,False,knife,0.0,0.5,4,0,"gamma 2 case, gamma case",507,578
Karambit | Case Hardened,covert,True,False,knife,0.0,1.0,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",507,44
Karambit | Crimson Web,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",507,12
Karambit | Damascus Steel,covert,True,False,knife,0.0,0.5,4,0,"chroma 3 case, chroma 2 case, chroma case",507,410
Karambit | Doppler,covert,True,False,knife,0.0,0.08,1,0,"chroma 3 case, chroma 2 case, chroma case",507,421
Karambit | Fade,covert,True,False,knife,0.0,0.08,1,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",507,38
Karambit | Forest DDPAT,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",507,5
Karambit | Freehand,covert,True,False,knife,0.0,0.48,4,0,"gamma 2 case, gamma case",507,582
Karambit | Gamma Doppler,covert,True,False,knife,0.0,0.08,1,0,"gamma 2 case, gamma case",507,572
Karambit | Lore,covert,True,False,knife,0.0,0.65,4,0,"gamma 2 case, gamma case",507,561
Karambit | Marble Fade,covert,True,False,knife,0.0,0.08,1,0,"chroma 3 case, chroma 2 case, chroma case",507,413
Karambit | Night,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",507,40
Karambit | Rust Coat,covert,True,False,knife,0.4,1.0,4,3,"chroma 3 case, chroma 2 case, chroma case",507,414
Karambit | Safari Mesh,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",507,72
Karambit | Scorched,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",507,175
Karambit | Slaughter,covert,True,False,knife,0.01,0.26,2,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",507,59
Karambit | Stained,covert,True,False,knife,0.0,1.0,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",507,43
Karambit | Tiger Tooth,covert,True,False,knife,0.0,0.08,1,0,"chroma 3 case, chroma 2 case, chroma case",507,409
Karambit | Ultraviolet,covert,True,False,knife,0.06,0.8,4,0,"chroma 3 case, chroma 2 case, chroma case",507,98
Karambit | Urban Masked,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",507,143
Karambit | ★ (Vanilla),covert,True,False,knife,0.0,1.0,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",507,0
Kukri Knife | Blue Steel,covert,True,False,knife,0.0,1.0,4,0,,526,42
Kukri Knife | Boreal Forest,covert,True,False,knife,0.06,0.8,4,0,,526,77
Kukri Knife | Case Hardened,covert,True,False,knife,0.0,1.0,4,0,,526,44
Kukri Knife | Crimson Web,covert,True,False,knife,0.06,0.8,4,0,,526,12
Kukri Knife | Fade,covert,True,False,knife,0.0,0.08,1,0,,526,38
Kukri Knife | Forest DDPAT,covert,True,False,knife,0.06,0.8,4,0,,526,5
Kukri Knife | Night Stripe,covert,True,False,knife,0.06,0.8,4,0,,526,735
Kukri Knife | Safari Mesh,covert,True,False,knife,0.06,0.8,4,0,,526,72
Kukri Knife | Scorched,covert,True,False,knife,0.06,0.8,4,0,,526,175
Kukri Knife | Slaughter,covert,True,False,knife,0.01,0.26,2,0,,526,59
Kukri Knife | Stained,covert,True,False,knife,0.0,1.0,4,0,,526,43
Kukri Knife | Urban Masked,covert,True,False,knife,0.06,0.8,4,0,,526,143
Kukri Knife | ★ (Vanilla),covert,True,False,knife,0.0,1.0,4,0,,526,0
M249 | Aztec,restricted,True,False,machine gun,0.0,0.75,4,0,cs20 case,14,902
M249 | Blizzard Marbleized,industrial grade,False,False,machine gun,0.06,0.8,4,0,the office collection,14,75
M249 | Contrast Spray,consumer grade,False,True,machine gun,0.06,0.8,4,0,the overpass collection,14,22
M249 | Deep Relief,mil-spec,True,False,machine gun,0.0,1.0,4,0,operation broken fang case,14,983
M249 | Downtown,restricted,True,False,machine gun,0.0,0.65,4,0,recoil case,14,1148
M249 | Emerald Poison Dart,restricted,True,False,machine gun,0.0,0.45,3,0,spectrum case,14,648
M249 | Gator Mesh,industrial grade,False,True,machine gun,0.0,0.6,4,0,the safehouse collection,14,243
M249 | Humidor,mil-spec,False,True,machine gun,0.0,0.5,4,0,the 2021 mirage collection,14,827
M249 | Impact Drill,consumer grade,False,False,machine gun,0.0,1.0,4,0,the chop shop collection,14,472
M249 | Jungle,consumer grade,False,False,machine gun,0.06,0.8,4,0,the st marc collection,14,151
M249 | Jungle DDPAT,consumer grade,False,False,machine gun,0.06,0.8,4,0,the alpha collection,14,202
M249 | Magma,mil-spec,True,False,machine gun,0.0,0.7,4,0,winter offensive weapon case,14,266
M249 | Midnight Palm,industrial grade,False,True,machine gun,0.0,0.5,4,0,the 2021 dust 2 collection,14,933
M249 | Nebula Crusader,restricted,True,False,machine gun,0.0,1.0,4,0,shadow case,14,496
M249 | O.S.I.P.R.,mil-spec,True,False,machine gun,0.0,0.7,4,0,snakebite case,14,1042
M249 | Predator,consumer grade,False,False,machine gun,0.06,0.8,4,0,the havoc collection,14,170
M249 | Shipping Forecast,industrial grade,False,False,machine gun,0.0,0.5,4,0,the gods and monsters collection,14,452
M249 | Spectre,mil-spec,True,False,machine gun,0.0,0.5,4,0,chroma 3 case,14,547
M249 | Submerged,consumer grade,False,True,machine gun,0.02,0.8,4,0,anubis collection package,14,1242
M249 | System Lock,mil-spec,True,False,machine gun,0.0,0.8,4,0,chroma case,14,401
M249 | Warbird,mil-spec,True,False,machine gun,0.05,0.65,4,0,shattered web case,14,900
M4A1-S | Atomic Alloy,classified,True,False,rifle,0.0,0.9,4,0,huntsman weapon case,60,301
M4A1-S | Basilisk,restricted,True,False,rifle,0.0,0.68,4,0,operation vanguard weapon case,60,383
M4A1-S | Black Lotus,classified,True,False,rifle,0.0,0.7,4,0,kilowatt case,60,1166
M4A1-S | Blood Tiger,mil-spec,True,False,rifle,0.0,0.3,2,0,csgo weapon case 2,60,217
M4A1-S | Blue Phosphor,classified,False,False,rifle,0.0,0.08,1,0,the control collection,60,1017
M4A1-S | Boreal Forest,industrial grade,False,True,rifle,0.06,0.8,4,0,the italy collection,60,77
M4A1-S | Briefing,mil-spec,True,False,rifle,0.0,0.8,4,0,operation hydra case,60,663
M4A1-S | Bright Water,restricted,True,False,rifle,0.1,0.22,2,1,operation bravo case,60,189
M4A1-S | Chantico's Fire,covert,True,False,rifle,0.0,0.99,4,0,chroma 3 case,60,548
M4A1-S | Control Panel,classified,False,True,rifle,0.0,1.0,4,0,the 2018 nuke collection,60,792
M4A1-S | Cyrex,covert,True,False,rifle,0.0,0.5,4,0,operation breakout weapon case,60,360
M4A1-S | Dark Water,restricted,True,False,rifle,0.1,0.26,2,1,csgo weapon case,60,60
M4A1-S | Decimator,classified,True,False,rifle,0.0,0.85,4,0,spectrum case,60,644
M4A1-S | Emphorosaur-S,restricted,True,False,rifle,0.0,0.8,4,0,revolution case,60,1223
M4A1-S | Fizzy POP,mil-spec,False,False,rifle,0.0,0.57,4,0,the 2021 train collection,60,1059
M4A1-S | Flashback,restricted,True,False,rifle,0.0,1.0,4,0,glove case,60,631
M4A1-S | Golden Coil,covert,True,False,rifle,0.0,1.0,4,0,shadow case,60,497
M4A1-S | Guardian,classified,True,False,rifle,0.0,0.5,4,0,winter offensive weapon case,60,257
M4A1-S | Hot Rod,classified,False,False,rifle,0.0,0.08,1,0,the chop shop collection,60,445
M4A1-S | Hyper Beast,covert,True,False,rifle,0.0,1.0,4,0,chroma 2 case,60,430
M4A1-S | Icarus Fell,restricted,False,False,rifle,0.0,0.1,1,0,the gods and monsters collection,60,440
M4A1-S | Imminent Danger,covert,False,True,rifle,0.0,0.8,4,0,the 2021 vertigo collection,60,1073
M4A1-S | Knight,classified,False,True,rifle,0.0,0.1,1,0,the cobblestone collection,60,326
M4A1-S | Leaded Glass,classified,True,False,rifle,0.0,0.7,4,0,spectrum 2 case,60,681
M4A1-S | Master Piece,classified,False,True,rifle,0.0,1.0,4,0,the overpass collection,60,321
M4A1-S | Mecha Industries,covert,True,False,rifle,0.0,0.8,4,0,gamma case,60,587
M4A1-S | Moss Quartz,industrial grade,False,False,rifle,0.0,0.5,4,0,the norse collection,60,862
M4A1-S | Mud-Spec,industrial grade,False,True,rifle,0.0,0.73,4,0,anubis collection package,60,1243
M4A1-S | Night Terror,restricted,True,False,rifle,0.0,0.7,4,0,dreams and nightmares case,60,1130
M4A1-S | Nightmare,classified,True,False,rifle,0.0,1.0,4,0,horizon case,60,714
M4A1-S | Nitro,restricted,False,True,rifle,0.06,0.8,4,0,the safehouse collection,60,254
M4A1-S | Player Two,covert,True,False,rifle,0.0,0.84,4,0,prisma 2 case,60,946
M4A1-S | Printstream,covert,True,False,rifle,0.0,0.8,4,0,operation broken fang case,60,984
M4A1-S | VariCamo,mil-spec,False,True,rifle,0.0,0.6,4,0,the dust 2 collection,60,235
M4A1-S | Welcome to the Jungle,covert,False,True,rifle,0.0,1.0,4,0,the ancient collection,60,1001
M4A4 | Asiimov,covert,True,False,rifle,0.18,1.0,4,2,winter offensive weapon case,16,255
M4A4 | Bullet Rain,covert,True,False,rifle,0.02,0.46,4,0,esports 2014 summer case,16,155
M4A4 | Buzz Kill,covert,True,False,rifle,0.0,0.7,4,0,glove case,16,632
M4A4 | Converter,mil-spec,False,True,rifle,0.0,0.4,3,0,the 2018 inferno collection,16,793
M4A4 | Cyber Security,classified,True,False,rifle,0.0,0.98,4,0,operation broken fang case,16,985
M4A4 | Dark Blossom,industrial grade,False,False,rifle,0.0,0.5,4,0,the st marc collection,16,730
M4A4 | Daybreak,restricted,False,False,rifle,0.0,0.6,4,0,the rising sun collection,16,471
M4A4 | Desert Storm,industrial grade,False,False,rifle,0.06,0.8,4,0,the dust collection,16,8
M4A4 | Desert-Strike,covert,True,False,rifle,0.0,0.7,4,0,huntsman weapon case,16,336
M4A4 | Desolate Space,classified,True,False,rifle,0.0,1.0,4,0,gamma case,16,588
M4A4 | 龍王 (Dragon King),classified,True,False,rifle,0.0,0.75,4,0,chroma case,16,400
M4A4 | Etch Lord,restricted,True,False,rifle,0.0,1.0,4,0,kilowatt case,16,1165
M4A4 | Evil Daimyo,restricted,True,False,rifle,0.0,0.52,4,0,falchion case,16,480
M4A4 | Eye of Horus,covert,False,True,rifle,0.0,0.7,4,0,anubis collection package,16,1255
